Landreis ID,weekly_cases,inzidenz,weekly_cases_A00-A04,inzidenz_A00-A04,weekly_cases_A05-A14,inzidenz_A05-A14,weekly_cases_A15-A34,inzidenz_A15-A34,weekly_cases_A35-A59,inzidenz_A35-A59,weekly_cases_A60-A79,inzidenz_A60-A79,weekly_cases_A80+,inzidenz_A80+,weekly_cases_unbekannt,inzidenz_unbekannt
1001,24.0,26.61816245951821,0.0,0.0,4.0,52.8192261983362,12.0,44.38526409232135,5.0,17.996616636072417,0.0,0.0,3.0,53.92773683264426,0.0,0.0
1002,87.0,35.25207257874989,0.0,0.0,10.0,51.4827018121911,36.0,46.84206417362792,34.0,43.00422453264527,3.0,6.525995214270176,4.0,28.266553600452266,,
1003,54.0,24.93880755553503,3.0,31.85051491665782,6.0,33.67381299809182,18.0,34.186086262891,18.0,24.826558901010998,9.0,18.89287738522577,0.0,0.0,,
1004,41.0,51.12474437627812,3.0,83.03349017437033,9.0,124.32656444260256,14.0,72.7575096143852,10.0,37.259212340251125,4.0,22.920009168003663,1.0,17.208742040956807,0.0,0.0
1051,23.0,17.26817475392851,1.0,18.618506795754985,5.0,43.12947468299837,8.0,28.608210556429697,6.0,13.283152534868275,3.0,9.037777911670783,0.0,0.0,,
1053,34.0,17.170069538781632,1.0,10.514141520344864,4.0,21.21340687314383,16.0,40.30531274403607,9.0,12.50886044281366,2.0,4.597278411180581,2.0,13.791201213625708,,
1054,23.0,13.85951274773879,1.0,14.524328249818446,7.0,50.06078809983551,5.0,13.940779568393465,2.0,3.514012123341825,7.0,17.39908530522967,1.0,8.285004142502071,,
1055,33.0,16.455652017811996,0.0,0.0,5.0,31.032770605759683,4.0,10.974237976350516,14.0,20.107142344205556,10.0,18.420277040966692,0.0,0.0,0.0,0.0
1056,123.0,38.9113674973031,10.0,66.54688227856525,20.0,67.35140596059942,40.0,60.893922786505904,39.0,33.90095705009519,9.0,13.142139540317164,5.0,22.552999548940008,0.0,0.0
1057,23.0,17.872962093778654,1.0,18.76876876876877,3.0,26.483050847457623,6.0,25.53408800749,7.0,15.485697851912484,2.0,6.065200909780136,4.0,38.6324125941665,0.0,0.0
1058,53.0,19.3361498442163,5.0,41.42502071251035,13.0,51.09862033725089,10.0,18.30328543973643,16.0,16.356238882868883,8.0,12.356166499343578,1.0,5.158627805003869,,
1059,31.0,15.410924854341904,1.0,10.802635843145728,5.0,26.83123155352831,10.0,24.45286709866732,9.0,12.863206940414766,6.0,12.5,0.0,0.0,0.0,0.0
1060,78.0,28.141066113466223,5.0,39.169604386995694,14.0,53.84201215291132,26.0,44.782803403493055,27.0,26.64482448955424,4.0,6.586855928993693,2.0,10.934937124111537,0.0,0.0
1061,36.0,27.478189187332557,0.0,0.0,0.0,0.0,7.0,25.57638203807227,8.0,17.022363129561462,5.0,16.617368473528533,16.0,171.8028562224847,0.0,0.0
1062,129.0,52.83507265846426,3.0,26.68326958996709,28.0,118.1534306692548,31.0,66.70539883373141,48.0,53.4021627875929,13.0,23.916402972992863,6.0,32.42892660252946,0.0,0.0
2000,1035.0,56.029141649790255,40.0,40.02121124195824,182.0,110.5126694881806,389.0,78.68664107159474,318.0,48.620136075223606,70.0,21.439903949230303,35.0,32.49496328069149,1.0,5.413443637660895
3101,58.0,23.25525448465554,3.0,26.75704602211916,7.0,35.969374646729364,19.0,27.62189980519292,23.0,27.83425307386969,4.0,8.020532563362208,2.0,11.465917560052745,,
3102,74.0,70.95530774467595,10.0,174.6114894360049,11.0,107.95956423594072,27.0,114.07326038277915,20.0,59.14534969688008,5.0,21.54800896397173,1.0,13.008976193573568,0.0,0.0
3103,75.0,60.303446945027375,6.0,90.84027252081756,19.0,172.60174418604652,23.0,79.25568573397656,18.0,42.6611049226175,7.0,27.01659590891548,2.0,20.75765438505449,,
3151,74.0,41.92088283113249,6.0,64.4399097841263,14.0,81.73750583839328,20.0,53.178760403095005,27.0,42.19079615594968,6.0,15.84953508030431,1.0,9.412650602409638,0.0,0.0
3153,24.0,17.609250726381593,0.0,0.0,6.0,59.85634477254589,5.0,17.427067721585168,9.0,19.92252351964582,2.0,5.690709916062029,2.0,16.231131309852298,,
3154,36.0,39.43174474517235,1.0,23.70229912301493,7.0,89.171974522293,6.0,32.50975292587776,17.0,52.49181745198543,4.0,18.65410623513501,1.0,14.402995823131212,0.0,0.0
3155,70.0,52.9160524624863,3.0,55.50416281221092,9.0,82.14676889375684,20.0,76.10639674264623,19.0,41.84837672349236,11.0,33.31516142710037,8.0,71.26948775055679,,
3157,32.0,23.738696300472547,2.0,30.0390507659958,8.0,61.68555786876398,6.0,21.19392440833628,11.0,22.60583641594739,5.0,17.24078480052412,0.0,0.0,0.0,0.0
3158,19.0,15.883365936031833,2.0,38.75968992248062,2.0,19.87281399046105,8.0,32.39915762190183,7.0,16.524243425711724,0.0,0.0,0.0,0.0,,
3159,115.0,35.27163761612803,9.0,64.92101276779918,18.0,66.7779632721202,36.0,43.93244166748024,38.0,35.76874564656714,12.0,16.354789909094627,2.0,8.450228156160216,0.0,0.0
3241,608.0,52.5444748361226,26.0,46.579956286502565,109.0,104.63263386257609,211.0,75.36790970138591,204.0,51.20250591087752,40.0,16.758629646853777,18.0,22.482576003597213,0.0,0.0
3251,88.0,40.5363698759495,0.0,0.0,8.0,40.26778074193386,24.0,52.76000791400119,27.0,34.91574958941665,12.0,24.450874118749745,17.0,110.31081694893258,0.0,0.0
3252,52.0,35.005284451595095,1.0,15.29753709652746,9.0,69.88120195667365,19.0,63.62388239627633,19.0,37.6819642219666,3.0,8.325008325008325,1.0,7.805182641273806,0.0,0.0
3254,116.0,42.05687104130637,8.0,67.30607437321218,35.0,150.16947698116445,25.0,40.26802396752787,23.0,24.366471734892787,10.0,15.88511882068878,15.0,70.76806944706549,,
3255,59.0,83.73782962899884,4.0,138.6481802426343,11.0,192.30769230769232,19.0,131.73403591485825,18.0,76.93294012052827,1.0,5.645889792231256,6.0,94.921689606075,,
3256,118.0,97.20734821649228,7.0,126.7656646142702,20.0,178.4121320249777,46.0,176.47510166500422,31.0,73.35541883577851,13.0,47.277884860166566,1.0,11.318619128466327,,
