Landreis ID,weekly_cases,inzidenz,weekly_cases_A00-A04,inzidenz_A00-A04,weekly_cases_A05-A14,inzidenz_A05-A14,weekly_cases_A15-A34,inzidenz_A15-A34,weekly_cases_A35-A59,inzidenz_A35-A59,weekly_cases_A60-A79,inzidenz_A60-A79,weekly_cases_A80+,inzidenz_A80+,weekly_cases_unbekannt,inzidenz_unbekannt
1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,5.0,2.025981182686775,0.0,0.0,0.0,0.0,1.0,1.301168449267442,0.0,0.0,1.0,2.175331738090058,3.0,21.1999152003392,0.0,0.0
1003,6.0,2.77097861728167,0.0,0.0,0.0,0.0,1.0,1.8992270146050552,2.0,2.758506544556777,1.0,2.099208598358418,2.0,12.12121212121212,0.0,0.0
1004,2.0,2.4938899695745422,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.725921234025112,0.0,0.0,1.0,17.208742040956807,0.0,0.0
1051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,1.0,0.5050020452582831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2986392055902902,0.0,0.0,0.0,0.0
1054,1.0,0.6025875107712511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.485583615032809,0.0,0.0,0.0,0.0
1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,4.0,1.265410325115547,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7385106179535992,2.0,2.920475453403814,0.0,0.0,0.0,0.0
1057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,4.0,1.4593320637144371,0.0,0.0,1.0,3.930663102865453,0.0,0.0,2.0,2.04452986035861,1.0,1.544520812417947,0.0,0.0,0.0,0.0
1059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,3.0,1.082348696671777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.2934279644968463,1.0,5.467468562055768,0.0,0.0
1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,3.0,1.2287226199642851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.839723305614835,2.0,10.809642200843152,0.0,0.0
2000,20.0,1.082688727532178,0.0,0.0,0.0,0.0,2.0,0.404558565920795,1.0,0.152893509670514,8.0,2.450274737054892,9.0,8.35584770074924,0.0,0.0
3101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3151,1.0,0.566498416636925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.562622079849988,0.0,0.0,0.0,0.0,0.0,0.0
3153,2.0,1.467437560531799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.845354958031014,1.0,8.115565654926149,0.0,0.0
3154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3241,7.0,0.6049528352843061,1.0,1.791536780250098,0.0,0.0,1.0,0.357193884840691,2.0,0.501985352067426,1.0,0.418965741171344,2.0,2.49806400039969,0.0,0.0
3251,1.0,0.460640566772153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.488871585231328,0.0,0.0
3252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3254,2.0,0.7251184662294201,0.0,0.0,0.0,0.0,1.0,1.6107209587011142,0.0,0.0,0.0,0.0,1.0,4.717871296471032,,
3255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,1.0,0.8237910865804431,1.0,18.109380659181458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3257,1.0,0.633633253073121,0.0,0.0,1.0,7.481110196753198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
