Landreis ID,weekly_cases,inzidenz,weekly_cases_A00-A04,inzidenz_A00-A04,weekly_cases_A05-A14,inzidenz_A05-A14,weekly_cases_A15-A34,inzidenz_A15-A34,weekly_cases_A35-A59,inzidenz_A35-A59,weekly_cases_A60-A79,inzidenz_A60-A79,weekly_cases_A80+,inzidenz_A80+,weekly_cases_unbekannt,inzidenz_unbekannt
1001,30.0,33.27270307439776,0.0,0.0,1.0,13.204806549584047,5.0,18.49386003846723,6.0,21.595939963286902,7.0,39.30376193149916,11.0,197.73503505302892,0.0,0.0
1002,39.0,15.802653224956847,1.0,8.823788934968675,0.0,0.0,5.0,6.50584224633721,7.0,8.853810933191673,11.0,23.928649118990645,15.0,105.999576001696,0.0,0.0
1003,74.0,34.17540294647393,3.0,31.85051491665782,1.0,5.612302166348636,7.0,13.29458910223539,10.0,13.792532722783886,21.0,44.0833805655268,32.0,193.93939393939397,0.0,0.0
1004,41.0,51.12474437627812,1.0,27.677830058123444,0.0,0.0,5.0,25.98482486228043,5.0,18.62960617012556,13.0,74.49002979601192,17.0,292.5486146962657,0.0,0.0
1051,22.0,16.517384547235967,1.0,18.618506795754985,0.0,0.0,1.0,3.576026319553712,2.0,4.427717511622759,6.0,18.075555823341567,12.0,121.1998788001212,0.0,0.0
1053,33.0,16.66506749352335,0.0,0.0,0.0,0.0,2.0,5.038164093004509,6.0,8.339240295209107,12.0,27.583670467083486,13.0,89.64280788856709,0.0,0.0
1054,48.0,28.924200517020083,3.0,43.57298474945534,0.0,0.0,5.0,13.940779568393465,15.0,26.35509092506369,19.0,47.22608868562338,6.0,49.71002485501243,0.0,0.0
1055,63.0,31.41533567036836,1.0,13.663068725235687,0.0,0.0,2.0,5.487118988175259,6.0,8.617346718945237,26.0,47.89272030651341,26.0,155.27950310559007,2.0,99.73122435037573
1056,112.0,35.431489103235336,2.0,13.30937645571305,0.0,0.0,12.0,18.26817683595177,14.0,12.169574325675194,36.0,52.568558161268655,48.0,216.50879566982408,0.0,0.0
1057,26.0,20.20421801905413,0.0,0.0,0.0,0.0,1.0,4.255681334581666,6.0,13.273455301639272,9.0,27.29340409401061,10.0,96.58103148541626,0.0,0.0
