Landreis ID,weekly_cases,inzidenz,weekly_cases_A00-A04,inzidenz_A00-A04,weekly_cases_A05-A14,inzidenz_A05-A14,weekly_cases_A15-A34,inzidenz_A15-A34,weekly_cases_A35-A59,inzidenz_A35-A59,weekly_cases_A60-A79,inzidenz_A60-A79,weekly_cases_A80+,inzidenz_A80+,weekly_cases_unbekannt,inzidenz_unbekannt
1001,1086.0,1204.471851293199,47.0,1068.4246419640826,244.0,3221.972798098508,368.0,1361.148098831188,336.0,1209.3726379440666,68.0,381.80797304884896,23.0,413.445982383606,0.0,0.0
1002,2312.0,936.8136988743648,98.0,864.7313156269302,529.0,2723.434925864909,838.0,1090.3791604861165,679.0,858.8196605195922,109.0,237.1111594518164,57.0,402.7983888064448,2.0,81.039247307471
1003,2529.0,1167.967487184224,130.0,1380.188979721839,634.0,3558.1995734650354,788.0,1496.590887508784,773.0,1066.1627794711942,160.0,335.87337573734703,42.0,254.54545454545453,2.0,92.365953909389
1004,1091.0,1360.416978402913,43.0,1190.146692499308,244.0,3370.631302666114,373.0,1938.46793472612,342.0,1274.2650620365885,66.0,378.1801512720605,21.0,361.3835828600929,2.0,249.38899695745425
1051,736.0,552.5815921257123,33.0,614.4107242599143,165.0,1423.272664538946,234.0,836.7901587755686,210.0,464.9103387203896,68.0,204.85629933120444,25.0,252.4997475002525,1.0,75.07902066925439
1053,1894.0,956.4738737191884,97.0,1019.8717274734518,460.0,2439.54179041154,496.0,1249.4646950651183,689.0,957.6227605665124,106.0,243.6557557925708,40.0,275.8240242725141,6.0,303.00122715497
1054,1398.0,842.4173400582099,68.0,987.6543209876544,261.0,1866.5522420081527,469.0,1307.645123515307,434.0,762.5406307651762,109.0,270.92861403857626,28.0,231.980115990058,29.0,1747.5037812366302
1055,1521.0,758.4559611846075,86.0,1175.023910370269,359.0,2228.1529294935453,405.0,1111.1415951054898,533.0,765.5076335329685,119.0,219.20129678750368,19.0,113.47348303870044,0.0,0.0
1056,3549.0,1122.7353109587698,177.0,1177.8798163306049,862.0,2902.8455969018355,936.0,1424.9177932042385,1316.0,1143.939986613468,204.0,297.88849624718904,46.0,207.48759585024808,8.0,253.08206502310955
1057,681.0,529.1950950375332,26.0,487.987987987988,139.0,1227.04802259887,204.0,868.15899225466,238.0,526.5137269650245,61.0,184.98862774829416,12.0,115.89723778249952,1.0,77.70853084251588
1058,1983.0,723.4638705864326,72.0,596.5202982601492,461.0,1812.035690420974,594.0,1087.2151551203442,675.0,690.028827871031,143.0,220.86647617576648,33.0,170.23471756512768,5.0,182.41650796430477
1059,1734.0,862.0175386267374,64.0,691.3686939613266,369.0,1980.144888650389,558.0,1364.4699841056365,620.0,886.1320336730173,95.0,197.91666666666663,27.0,187.4739619497292,1.0,49.71266082045776
1060,2777.0,1001.8941102191756,144.0,1128.084606345476,634.0,2438.273978924698,762.0,1312.4806228254504,983.0,970.0689804900674,177.0,291.4683748579709,75.0,410.0601421541826,2.0,72.15657977811851
1061,874.0,667.109370825796,35.0,614.3584342636475,220.0,1905.0917907862836,284.0,1037.6703569732178,277.0,589.3993233610656,45.0,149.5563162617568,11.0,118.11446365295824,2.0,152.65660659629197
1062,3470.0,1421.222497092023,208.0,1850.040024904385,857.0,3616.3389315554055,886.0,1906.483334409227,1229.0,1367.3178763739932,192.0,353.22687467804843,79.0,426.9808669333045,19.0,778.1909926440472
2000,35032.0,1896.4375751453645,1891.0,1892.002761463576,8317.0,5050.186110621968,10836.0,2191.89831015887,11648.0,1780.9036006421527,1784.0,546.411266363241,542.0,503.2077170895654,14.0,75.78821092725252
3101,1990.0,797.8958004218022,81.0,722.4402425972173,460.0,2363.7017624993578,662.0,962.4051405809322,638.0,772.09797657082,104.0,208.5338466474174,45.0,257.9831451011867,,
3102,1442.0,1382.669645511118,78.0,1361.969617600838,418.0,4102.463440965747,462.0,1951.9202332164436,410.0,1212.4796687860417,61.0,262.8857093604551,11.0,143.09873812930925,2.0,191.7711020126377
3103,1302.0,1046.8678389656752,58.0,878.1226343679031,388.0,3524.7093023255816,344.0,1185.3893866299104,437.0,1035.7168250657692,65.0,250.86839058278656,10.0,103.78827192527244,,
3151,1254.0,710.3890144627046,52.0,558.4792181290946,253.0,1477.1134983652498,381.0,1013.05538567896,443.0,692.2415813735448,97.0,256.2341504649197,26.0,244.7289156626506,2.0,113.2996833273851
3153,1450.0,1063.8922313855546,83.0,1681.8642350557243,445.0,4439.345570630487,392.0,1366.282109372277,450.0,996.1261759822912,65.0,184.94807227201596,15.0,121.73348482389224,0.0,0.0
3154,678.0,742.6311927007459,47.0,1114.0080587817015,185.0,2356.687898089172,197.0,1067.403554399653,211.0,651.516087198172,32.0,149.23284988108009,4.0,57.61198329252485,2.0,219.06524858429083
3155,484.0,365.8767055977624,29.0,536.5402405180389,98.0,894.4870390653523,150.0,570.7979755698467,164.0,361.2175675080393,34.0,102.9741353201284,9.0,80.17817371937639,,
3157,1427.0,1058.5974881491975,66.0,991.2886752778612,383.0,2953.196082967075,392.0,1384.6697280113035,489.0,1004.9321824907522,71.0,244.8191441674425,22.0,239.05248288601544,4.0,296.73370375590684
3158,705.0,589.3564728896023,41.0,794.5736434108527,175.0,1738.8712241653418,210.0,850.4778875749231,230.0,542.9394268448137,44.0,154.3534694450291,5.0,56.57388549445576,0.0,0.0
3159,1399.0,429.0871393475054,69.0,497.72776455312703,289.0,1072.1572992023744,476.0,580.8845064922386,465.0,437.6964927803611,78.0,106.30613440911507,22.0,92.95250971776238,0.0,0.0
3241,14378.0,1242.573123673965,654.0,1171.6650542835644,3765.0,3614.145564152284,4279.0,1528.432633233319,4847.0,1216.5615007354086,676.0,283.22084103182885,157.0,196.09802403137567,0.0,0.0
3251,2178.0,1003.27515442975,81.0,816.9440242057489,578.0,2909.347158604721,613.0,1347.5785354701136,780.0,1008.6772103609254,105.0,213.94514853906028,17.0,110.31081694893258,4.0,184.25622670886136
3252,1597.0,1075.066139792257,48.0,734.281780633318,463.0,3594.9996117711003,499.0,1670.964069249573,488.0,967.8315021220895,69.0,191.47519147519148,28.0,218.54511395566652,2.0,134.63570942921191
3254,1833.0,664.5710742992636,81.0,681.4740030287734,495.0,2123.825460162183,555.0,893.9501320791186,559.0,592.2112043393508,116.0,184.26737831998983,27.0,127.38252500471788,,
3255,573.0,813.2504470748531,29.0,1005.1993067590988,183.0,3199.3006993006998,168.0,1164.806212299799,172.0,735.1369833739368,15.0,84.68834688346884,6.0,94.921689606075,,
3256,1265.0,1042.0957245242607,43.0,778.7033683448026,356.0,3175.735950044603,407.0,1561.4210082099287,389.0,920.4921911973496,61.0,221.84238280539697,9.0,101.86757215619694,,
3257,1434.0,908.630084906856,65.0,961.680722000296,333.0,2491.209695518815,403.0,1258.313298154682,480.0,867.7730773402756,107.0,285.18883765558786,43.0,335.04752999844163,3.0,190.0899759219364
3351,1380.0,770.9023467831586,63.0,743.8894792773646,378.0,2234.1745966073645,427.0,1121.7359323280618,443.0,728.4866224860634,63.0,150.65643159480595,6.0,46.40730141542269,0.0,0.0
3352,2100.0,1060.4025490057463,89.0,1037.2960372960372,479.0,2719.427727943681,651.0,1678.3108613266647,705.0,1039.5930103959302,132.0,263.4940913446183,22.0,145.27205493924987,22.0,1110.8979084822104
3353,3399.0,1335.922116408771,168.0,1378.4049885132918,743.0,3070.5016943549053,982.0,1934.0607397486904,1233.0,1321.330975727375,206.0,363.8547407093401,67.0,386.3898500576701,0.0,0.0
3354,304.0,627.9434850863422,16.0,853.3333333333334,62.0,1538.843385455448,69.0,783.8236964671135,111.0,686.0745410717597,33.0,247.93388429752065,10.0,237.19165085388997,3.0,619.6810708088904
3355,1896.0,1029.6569439390894,83.0,963.5477130253076,468.0,2690.4282839896523,514.0,1194.5432150410188,713.0,1082.6323301649002,106.0,278.7419795939834,12.0,106.9995541685243,,
3356,1026.0,900.5687802822836,32.0,600.7133470996808,212.0,2030.262401838728,283.0,1290.4108339792988,407.0,988.0559331909108,68.0,250.23919923456245,24.0,305.26583566522515,,
