Landreis ID,weekly_cases,inzidenz,weekly_cases_A00-A04,inzidenz_A00-A04,weekly_cases_A05-A14,inzidenz_A05-A14,weekly_cases_A15-A34,inzidenz_A15-A34,weekly_cases_A35-A59,inzidenz_A35-A59,weekly_cases_A60-A79,inzidenz_A60-A79,weekly_cases_A80+,inzidenz_A80+,weekly_cases_unbekannt,inzidenz_unbekannt
1001,146.0,161.92715496206912,0.0,0.0,8.0,105.6384523966724,45.0,166.44474034620507,61.0,219.55872296008351,23.0,129.1409320606401,9.0,161.78321049793277,0.0,0.0
1002,414.0,167.75124192646498,2.0,17.64757786993735,22.0,113.26194398682044,134.0,174.35657220183725,174.0,220.0804431964787,58.0,126.1692408092234,24.0,169.5993216027136,0.0,0.0
1003,477.0,220.29280007389275,7.0,74.31786813886825,20.0,112.24604332697272,149.0,282.9848251761533,218.0,300.6772133566887,60.0,125.95251590150514,23.0,139.3939393939394,0.0,0.0
1004,140.0,174.57229787021797,1.0,27.677830058123444,5.0,69.07031357922365,37.0,192.2877039808752,66.0,245.91080144565743,24.0,137.520055008022,7.0,120.46119428669763,0.0,0.0
1051,212.0,159.16752381881932,1.0,18.618506795754985,8.0,69.00715949279738,53.0,189.52939493634676,89.0,197.03342926721277,49.0,147.61703922395614,12.0,121.1998788001212,0.0,0.0
1053,308.0,155.54062993955125,3.0,31.54242456103459,16.0,84.85362749257531,72.0,181.37390734816236,142.0,197.36202031994884,54.0,124.12651710187568,18.0,124.12081092263136,3.0,151.50061357748498
1054,343.0,206.6875161945393,4.0,58.09731299927378,14.0,100.12157619967104,70.0,195.1709139575085,159.0,279.3639638056752,62.0,154.1061841320342,33.0,273.4051367025684,1.0,60.258751077125176
1055,362.0,180.51351607418007,3.0,40.98920617570706,12.0,74.47864945382324,60.0,164.61356964525777,185.0,265.7015238341448,76.0,139.9941055113469,26.0,155.27950310559007,0.0,0.0
1056,647.0,204.68012008743983,4.0,26.6187529114261,32.0,107.76224953695908,132.0,200.9499451954695,333.0,289.46201788927425,106.0,154.78519903040214,41.0,184.9345963013081,-1.0,-31.635258127888694
1057,249.0,193.49424179786456,0.0,0.0,5.0,44.13841807909605,69.0,293.64201208613497,117.0,258.8323783819658,43.0,130.40181956027294,15.0,144.8715472281244,0.0,0.0
